EntrezGene ID	Agilent SurePrint G3 GE 8x60k probe
79018	A_33_P3272264
79018	
1800	
1800	A_23_P152262
567	A_23_P37441
415117	A_33_P3269208
338821	
344901	
344901	A_33_P3370202
10762	A_23_P211627
10762	
30813	A_33_P3342295
30813	A_33_P3342300
30813	A_23_P131990
30813	A_33_P3276678
6196	A_33_P3399935
6196	A_33_P3399943
6196	A_33_P3347452
6196	
5174	
5174	A_23_P52121
55892	A_24_P268786
55892	A_33_P3303102
55892	A_33_P3303104
55892	
1584	A_24_P329424
55529	A_23_P422083
55529	
337966	A_33_P3364520
4282	A_23_P91619
29883	A_23_P394166
29883	A_32_P141262
29883	
3488	A_23_P383009
3488	
3730	
3730	A_23_P429950
27343	A_33_P3282669
27343	A_33_P3326423
27343	
60	
60	A_23_P135769
60	A_32_P137939
9585	A_23_P75071
9585	A_33_P3215239
9585	
51693	A_24_P327050
4720	
6727	A_23_P14876
6727	
114823	A_23_P56288
114823	A_33_P3280687
114823	A_33_P3280681
29960	A_24_P363477
6938	A_24_P82142
6938	
5245	A_24_P262355
5245	A_23_P130040
646	A_23_P22134
646	
83932	A_24_P15292
83932	A_23_P433791
83932	
100132463	A_33_P3218089
100233209	A_33_P3392123
100233209	
126638	A_23_P303286
3094	A_32_P47554
3094	
100287029	
27439	A_23_P259344
4552	A_33_P3304377
4552	
25837	
25837	A_33_P3209229
54715	
54715	A_24_P147242
168455	A_23_P406616
100129917	
100507410	A_33_P3354374
51099	
51099	A_23_P250294
90780	A_23_P411953
90780	A_33_P3289352
56849	
22854	A_33_P3366221
22854	A_33_P3221408
22854	A_33_P3221414
22854	A_24_P359671
22854	A_33_P3221418
22854	
149345	A_23_P115573
149345	
221421	A_33_P3248749
84749	A_24_P87114
84749	
101929335	
84931	A_33_P3238058
1031	A_33_P3292540
3443	A_23_P71757
7763	A_23_P71752
7763	A_24_P278172
7763	
83897	
653319	A_24_P331655
653319	
25994	A_24_P200162
51805	A_33_P3221843
51805	
339488	A_23_P322116
200894	
200894	A_23_P10081
339400	A_33_P3296200
339400	
11025	A_33_P3397599
11025	A_23_P368711
79168	A_33_P3397599
79168	A_23_P368711
166863	
166863	A_23_P404575
101928567	
55582	A_24_P109071
55582	A_23_P9280
55582	
653240	A_23_P4400
89122	A_24_P68247
89122	A_23_P500601
89122	
6649	
6649	A_23_P254741
100129480	
8358	A_23_P93258
2624	A_33_P3550894
2624	
100130386	
1240	A_23_P105465
1240	A_24_P766716
102524628	
9615	
9615	A_24_P393571
203100	
6628	A_23_P154675
79166	A_33_P3408938
643650	A_32_P105549
643650	
643650	A_24_P135628
643650	A_23_P359214
728113	A_32_P105549
728113	
728113	A_24_P135628
728113	A_23_P359214
115361	A_24_P45446
79414	A_33_P3368925
79414	A_23_P50775
10469	
152485	A_23_P320290
152485	
100885789	A_19_P00808319
100885789	
79882	A_33_P3439765
79882	
100996447	
2312	A_33_P3261328
2312	A_32_P387648
57178	A_23_P138435
57178	A_33_P3304603
57178	
101927411	
22869	A_24_P201125
22869	
23417	A_23_P88817
23417	A_19_P00315967
23417	A_19_P00318761
23417	A_19_P00317553
23417	A_19_P00809979
1946	A_23_P167497
1946	
7517	A_33_P3301524
7517	
7517	A_33_P3363515
103091865	
106480738	
23325	
23325	A_23_P394545
23325	A_32_P153725
100506660	
168391	A_23_P429601
168391	
54801	A_24_P941148
54801	A_33_P3271945
54801	
339	A_23_P14019
23508	A_24_P273742
27334	A_23_P346376
80205	A_24_P942250
80205	
200373	A_32_P67526
200373	
896	A_23_P361773
896	
23551	A_24_P357100
284361	A_23_P208674
284361	A_33_P3339825
284361	
10285	A_33_P3219429
10285	A_23_P127233
10285	
119016	A_32_P221958
101060581	A_32_P221958
101060581	A_24_P729905
101060581	A_32_P41526
56914	A_33_P3311830
56914	
220136	A_23_P384532
114897	
114897	A_23_P3956
152518	A_33_P3405004
152518	A_33_P3355877
152518	
27190	
27190	A_23_P167479
100131017	A_33_P3365601
100131017	A_33_P3353185
100131017	A_33_P3343442
100131017	
64399	A_23_P167129
64399	
102723335	
142910	
142910	A_33_P3215550
158038	A_23_P157926
158038	
113146	A_33_P3222380
113146	A_24_P273253
113146	
101926951	
3355	A_33_P3406836
1655	A_23_P15511
1655	
1655	A_33_P3299942
283638	A_23_P48550
283638	
286053	
101927111	
51734	A_23_P129486
51734	
51734	A_33_P3325296
23389	A_19_P00331549
23389	A_23_P47991
23389	
51297	A_33_P3245228
8318	
727866	A_33_P3411414
727866	A_23_P148519
116985	A_33_P3416583
116985	A_24_P398432
116985	
9518	
9518	A_23_P16523
105369954	
22984	A_33_P3361182
22984	
9180	
9180	A_23_P156289
2217	
2217	A_23_P55936
9139	
9139	A_33_P3265950
9139	A_23_P502882
9139	A_33_P3265956
8335	A_24_P223384
118432	A_24_P7085
23765	
23765	A_23_P17706
23765	A_33_P3540143
23765	A_33_P3224809
102723692	
84976	
102724017	
140873	A_33_P3324730
140873	A_23_P57248
3428	
3428	A_23_P160025
5291	A_23_P346969
5291	
374890	A_33_P3523501
101928333	
84056	A_32_P75284
84056	
100128139	A_32_P100641
10248	A_23_P134274
5029	A_23_P24903
574028	
574028	A_33_P3252073
945	
945	A_23_P331748
643338	A_32_P183970
643338	A_33_P3396275
25886	A_23_P212284
286826	A_32_P233304
286826	
4172	A_23_P7873
4172	
6656	A_23_P434416
23034	A_33_P3264926
23034	A_24_P383523
23034	A_33_P3344292
23034	A_33_P3343503
23034	
677769	A_32_P37592
677769	
103091864	A_32_P37592
103091864	
29083	
100506736	
100506736	A_33_P3261468
374618	
374618	A_33_P3389291
6799	A_23_P106773
6799	
4772	A_24_P258846
4772	A_23_P300150
4772	
79845	A_23_P134744
375307	A_33_P3383236
375307	
3045	A_24_P75190
3045	
100874093	
84676	A_23_P114983
84676	
101927237	
101927237	A_19_P00320727
54587	
25909	A_24_P28657
25909	A_33_P3666346
25909	
11171	A_23_P13852
11171	
10257	
140848	
57161	
57161	A_23_P65532
22847	A_33_P3285235
22847	A_33_P3305521
22847	
285547	A_33_P3637366
4060	A_23_P99063
150159	
150159	A_23_P415611
6314	
6314	A_33_P3320782
2034	
2034	A_23_P210210
2056	A_23_P145669
344787	
6936	
6936	A_33_P3355747
6936	A_23_P120062
7760	
7760	A_19_P00323612
7760	A_33_P3355831
493913	
9325	
9325	A_23_P152028
5728	A_23_P98085
5728	A_24_P913115
5728	
49860	A_23_P115202
50617	A_23_P215111
50617	
253190	
253190	A_23_P120953
3185	A_23_P75330
3185	
745	A_33_P3355783
745	A_33_P3302260
745	A_23_P75790
745	
3612	A_33_P3370109
3612	A_24_P183864
3612	
116068	A_24_P15658
116068	
79696	
79696	A_23_P99785
101928978	A_19_P00322873
101928978	A_19_P00322085
101928978	A_19_P00805306
101928978	
22983	
22983	A_23_P101480
54861	
54861	A_23_P211985
6130	
51319	A_32_P34589
51319	
11146	A_23_P160742
11146	
146754	A_32_P206899
146754	A_23_P359457
146754	
283129	A_33_P3247489
283129	
441389	
57037	A_23_P20002
57037	
91392	A_23_P29384
91392	
63974	A_23_P134340
11120	A_23_P501634
11120	A_33_P3332885
11120	
79019	A_33_P3387831
79019	A_33_P3302613
79019	
257019	A_33_P3406072
257019	A_23_P135132
257019	A_33_P3363425
257019	A_33_P3363420
79649	A_33_P3262670
79649	A_33_P3262665
79649	A_23_P11160
79649	
101927592	
84936	
84936	A_23_P65930
83714	
284076	A_24_P10444
284076	A_24_P361408
284076	A_33_P3410060
284076	
140706	A_33_P3380772
140706	A_23_P91414
55082	
2013	A_23_P304682
2013	A_23_P106682
2013	
55909	A_23_P43086
55909	
3418	
389170	
389170	A_33_P3299565
161291	A_32_P129752
161291	
54942	A_23_P216568
54942	
54942	A_33_P3416937
57615	A_23_P153855
57615	A_32_P144908
100287932	A_23_P373649
100287932	A_33_P3403361
64131	A_24_P787897
64131	
724087	A_33_P3349299
347902	A_23_P14083
55508	A_23_P159110
55508	A_23_P147729
55508	
3758	A_33_P3252003
3758	
157378	A_33_P3494748
157378	A_33_P3783235
9310	
9310	A_33_P3418055
9310	A_23_P208325
9891	A_23_P348257
9891	A_33_P3371889
7284	A_23_P9582
126823	A_23_P86100
51571	A_23_P43255
51571	
253018	A_32_P21246
89872	
89872	A_23_P126613
3594	A_23_P399156
3594	
5339	A_23_P22119
5339	A_33_P3419098
5339	
64599	A_24_P231173
64599	
3081	A_23_P250164
3081	
285346	A_33_P3552465
4635	A_24_P151032
4635	
971	A_23_P250245
971	A_33_P3417215
971	
971	A_33_P3417222
258	A_23_P44867
255027	A_23_P357351
10606	A_24_P200427
10606	
153910	A_33_P3539684
153910	
574016	A_33_P3396404
64430	A_23_P163059
64430	A_33_P3224702
64430	A_33_P3224705
64430	A_33_P3397795
64430	
200350	A_32_P119248
1404	A_23_P7727
1404	
388698	A_33_P3297080
51385	A_33_P3350306
51385	A_24_P247978
51385	
50484	A_33_P3323384
50484	A_23_P20225
50484	
716	A_33_P3230478
716	A_23_P2492
716	
373509	A_33_P3301920
373509	
89832	A_32_P35969
89832	A_33_P3719083
89832	A_33_P3313519
90987	A_24_P49517
5798	
3568	A_33_P3328254
3568	
3888	A_23_P53450
153090	
153090	A_23_P123848
25802	A_33_P3295261
25802	A_33_P3368879
79812	A_23_P150064
79812	
79812	A_33_P3278211
101928603	
100293516	A_24_P408801
100293516	
10716	A_23_P5685
10716	A_33_P3422000
1103	
9436	A_23_P413224
9110	A_24_P382119
9110	
2203	A_23_P257111
2203	
114131	A_33_P3241369
83896	
1278	A_24_P277934
1278	
165215	A_23_P423427
165215	A_32_P202759
54968	
80343	A_33_P3283430
80343	A_33_P3341796
80343	
55503	A_33_P3364854
55503	A_23_P71170
27091	A_23_P414328
57466	A_23_P6223
57466	
55198	A_23_P105747
55198	
51548	A_23_P208847
51548	
55051	A_33_P3234048
55051	A_23_P205724
55051	
83895	
6203	A_33_P3303015
55638	A_33_P3333054
55638	
4645	A_33_P3841621
4645	
11034	A_23_P408095
11034	
55707	A_23_P97296
55707	
590	A_23_P212050
590	
5583	
5583	A_23_P205567
51115	
51115	A_23_P251916
7079	A_32_P70315
257313	A_32_P225659
257313	
79818	
79818	A_23_P38830
6139	A_32_P186981
6139	
163126	A_23_P365844
163126	A_33_P3284662
7161	A_24_P413470
7161	A_33_P3296831
7161	
389090	A_33_P3222129
9774	A_24_P89512
9774	A_23_P111343
9774	
64881	A_23_P204885
6860	A_23_P208030
6860	
643161	A_32_P34138
23060	
23060	A_24_P145047
375686	A_33_P3276450
375686	A_33_P3274127
7851	A_24_P80204
7851	
134285	A_32_P110390
338382	A_23_P252541
338382	
9867	A_23_P133470
9867	
643905	A_24_P178300
728957	A_33_P3228985
728957	A_33_P3348919
728957	A_33_P3316410
728957	A_33_P3217485
728957	A_33_P3388882
150681	A_33_P3222124
2765	
2765	A_23_P59976
126014	A_23_P50368
126014	A_33_P3387561
10974	A_23_P161439
10440	A_23_P126970
10440	
55975	
55975	A_23_P324994
55975	A_33_P3366102
55975	A_23_P215517
51291	A_23_P56228
51291	
5717	
158763	A_23_P72968
158763	
26609	
7305	A_33_P3409062
7305	
80339	A_23_P17914
80339	
1861	A_33_P3313889
1861	
4102	A_33_P3411165
4102	A_33_P3342375
9388	
9388	A_24_P125469
53918	A_23_P58763
79802	
9363	A_23_P147025
6920	
10213	A_23_P165691
10213	
23518	
23518	A_33_P3224212
23518	A_23_P380998
646268	A_33_P3341891
79661	
79661	A_23_P129157
267020	A_33_P3791123
27235	
55113	A_23_P149496
55113	
55614	A_23_P17503
55614	A_33_P3233135
55614	
5695	A_23_P9362
5695	
5695	A_33_P3407429
78987	A_23_P155376
78987	A_33_P3422479
78987	
3780	A_23_P119573
3780	
10687	A_24_P389415
10687	
345062	A_33_P3422043
7559	A_23_P31335
7559	
55055	
55055	A_33_P3433873
440119	A_19_P00325968
440119	
440119	A_33_P3374343
79752	A_23_P146050
79752	
101929486	
79071	A_32_P80597
79071	A_23_P7361
79071	
2975	
2975	A_23_P152344
51022	A_23_P160503
100873941	A_33_P3219860
100037417	
101926934	A_32_P111336
3551	A_24_P132518
3551	
3551	A_33_P3241756
80267	A_33_P3232527
80267	A_24_P208045
80267	A_33_P3232532
80267	
1585	A_23_P215997
100529241	A_23_P210274
4974	
4974	A_23_P55286
151790	
151790	A_33_P3256844
9133	A_23_P65757
9133	
10464	A_33_P3242493
10464	
5650	A_23_P39056
5650	
1727	A_23_P502224
1727	
101928322	
8446	A_33_P3331345
8446	A_23_P376759
390443	A_33_P3245883
56949	A_23_P142013
56949	
27074	A_23_P29773
27074	
25813	A_23_P29318
25813	
2844	A_33_P3411991
2844	A_24_P252575
2844	
2844	A_23_P350895
2844	A_33_P3411985
2844	A_23_P135219
23637	A_33_P3411991
23637	A_24_P252575
23637	
23637	A_23_P350895
23637	A_33_P3411985
23637	A_23_P135219
94059	A_33_P3338724
100996579	A_19_P00320434
100996579	
441355	
441355	A_33_P3347437
100996569	
8678	A_23_P89410
8678	
101929084	
11262	
11262	A_23_P209726
11262	A_33_P3268555
51050	A_33_P3254096
51050	
9600	
57582	A_33_P3281606
57582	A_33_P3281613
57582	
1510	A_23_P10291
1510	
10282	
7458	A_32_P168886
7458	
92270	A_24_P807031
92270	A_33_P3261520
3336	
3336	A_33_P3325306
3363	A_23_P500381
259266	A_23_P52017
259266	A_33_P3288159
283927	A_23_P3602
283927	
84000	A_23_P435477
84000	
84295	
84700	A_23_P68846
84700	
2319	A_24_P253818
2319	A_23_P55319
2319	
202865	
104355220	
79581	
79581	A_33_P3274696
441273	A_24_P161261
441273	A_33_P3249524
441273	A_24_P178396
161882	A_33_P3311979
161882	
9481	A_33_P3412468
9481	
165140	A_33_P3222203
344752	
9831	
101927424	
3299	A_23_P3592
3299	
79590	A_23_P137848
8291	A_23_P39931
8291	
56244	A_23_P376686
54714	
54714	A_23_P216376
101928470	A_33_P3305805
6132	
9897	A_23_P112113
9897	
101060544	
5726	A_23_P359746
84302	A_23_P20743
84302	
11181	A_23_P104819
11181	
10451	
2853	A_33_P3375358
727699	A_33_P3616021
152206	
152206	A_33_P3328716
6527	A_23_P57492
101929034	
912	
399715	A_33_P3291619
1413	A_23_P103034
222166	A_32_P100439
222166	A_33_P3247644
222166	
5596	A_33_P3307337
5596	A_33_P3289860
55608	A_33_P3269728
55608	A_23_P205046
55608	
102724539	
58513	
58513	A_33_P3350828
3099	A_32_P175739
3099	
2207	A_23_P160849
2207	A_33_P3272628
51406	A_33_P3385361
51406	
1314	A_32_P20454
1314	
80164	A_33_P3397150
80164	A_24_P147540
3111	A_32_P356316
3111	A_33_P3278968
3293	A_33_P3418662
3293	A_23_P43415
3293	
643155	A_33_P3240931
643155	
5738	A_33_P3307197
5738	
51244	
51244	A_33_P3294881
51244	A_33_P3362521
100996345	
7030	A_33_P3370076
7030	A_23_P84952
7030	
89944	A_33_P3304133
89944	
50651	A_32_P223059
2953	
84319	A_23_P132874
84319	
3834	
3834	A_23_P59410
391002	
5920	A_23_P1962
5920	
387893	A_32_P191859
387893	A_32_P191527
387893	
283487	A_23_P368909
1501	A_23_P110624
1501	
158297	A_23_P344578
158297	
55600	A_23_P95790
55600	
51626	A_23_P502170
51626	
51626	A_33_P3228340
101927229	
100288486	
8289	A_24_P92952
8289	
65078	A_23_P132175
65078	
55920	A_33_P3215517
55920	A_23_P74950
2124	A_23_P66694
152137	
55972	A_23_P432626
55972	
55364	A_24_P108291
55364	
81889	A_23_P118300
81889	A_33_P3326617
81889	
369	A_23_P73511
369	A_33_P3362353
102723604	
2907	A_23_P316960
2907	
80314	A_23_P46725
80314	
101930748	
101930748	A_32_P216426
7637	A_23_P105276
7637	
103344931	A_19_P00317260
5802	
5802	A_33_P3414964
5802	A_33_P3309468
57624	A_24_P49427
256536	A_23_P368794
122258	A_23_P65302
5568	A_23_P71926
7625	A_33_P3291636
7625	
79760	A_23_P89910
79760	
116254	A_23_P31109
116254	A_33_P3332438
146562	A_23_P414281
146562	
4807	A_24_P336474
84073	A_33_P3361388
84073	
152100	A_24_P408740
152100	
5506	A_33_P3213179
5506	A_33_P3318092
51716	A_33_P3283964
51716	A_33_P3389704
51716	A_23_P206733
51716	A_33_P3241269
4736	A_23_P251593
4736	A_32_P62008
2177	A_23_P345678
2177	
2177	A_23_P143994
283237	A_33_P3355371
283237	A_23_P24751
283237	
3713	A_23_P353524
55695	A_23_P251505
55695	
136	A_23_P55477
55291	
55291	A_33_P3445805
5250	A_23_P25204
5250	
5250	A_33_P3420496
51293	A_23_P119698
51293	
6137	A_24_P142228
6137	A_23_P501849
6137	
254099	A_33_P3468017
10205	A_33_P3215948
10205	
10205	A_23_P150379
5337	
5337	A_33_P3320062
5337	A_19_P00321033
5337	A_19_P00321578
5337	A_19_P00319323
5337	A_19_P00320889
5337	A_19_P00319324
5337	A_19_P00321032
5337	A_33_P3334843
5337	A_19_P00320390
26585	A_33_P3319870
26585	A_23_P432947
4976	A_33_P3346498
4976	A_23_P211797
4976	
216	A_33_P3379644
216	A_23_P83098
216	
23556	A_24_P193943
23556	
140465	
84879	A_33_P3272231
84879	
84456	A_23_P311885
84456	
10052	A_33_P3373358
10052	
10479	A_23_P22625
10479	
7738	A_23_P156620
51538	A_23_P96976
51538	
85461	A_32_P135348
85461	
84140	A_32_P68533
84140	A_32_P82189
84140	
84808	A_23_P135742
101927988	
23591	A_33_P3387566
4775	A_23_P77440
4775	
51301	A_23_P122077
2752	A_24_P53976
2752	
9287	A_23_P70733
23066	A_23_P250102
23066	
104326191	A_33_P3370434
1073	A_24_P373152
1073	
5130	
5130	A_23_P252681
60686	A_23_P48581
60686	
4117	A_24_P363278
4117	
4684	A_23_P1740
4684	A_33_P3363804
4684	A_33_P3363799
4684	
102723167	
11010	A_33_P3418125
11010	
101929582	
57473	A_23_P28730
57473	
139604	A_33_P3392530
163778	A_23_P422018
9665	A_23_P26674
101927155	
135458	A_23_P133739
101928941	
6601	A_23_P128073
6601	
6698	A_23_P348208
6698	A_23_P74012
284352	
284352	A_33_P3344673
26260	
26260	A_23_P94159
26260	A_19_P00811947
26260	A_33_P3841368
100534599	A_24_P277295
100534599	A_33_P3260373
100534599	A_23_P124164
114884	A_23_P147245
114884	
158724	A_33_P3410604
158724	A_32_P426044
2813	A_24_P190007
2813	
79054	A_23_P403991
79054	A_33_P3317327
79054	
3930	A_23_P200493
3930	
3329	A_32_P25273
3329	
60487	
60487	A_24_P89509
8508	A_23_P120860
8508	
11059	A_23_P146990
11059	
58157	A_23_P140375
54487	A_23_P211355
54487	
10382	A_23_P113656
10382	
84948	
23170	A_23_P143748
23170	
5226	
5226	A_23_P126623
23742	A_33_P3358163
378825	A_32_P155460
23142	
23142	A_32_P43812
221687	
221687	A_23_P399255
51148	
51148	A_33_P3260575
51148	A_33_P3671378
51148	A_33_P3253832
9717	A_24_P254850
9717	
29978	A_23_P114164
100506046	A_19_P00803543
100506046	A_19_P00812318
23349	
23349	A_23_P319232
19	A_24_P235429
19	A_33_P3422897
19	
139324	A_23_P386364
139324	
2557	A_32_P204137
2557	
11116	A_23_P145134
11116	A_19_P00812394
11116	
101928075	
51588	A_33_P3211174
51588	A_33_P3260062
51588	A_24_P48627
51588	
57534	
57534	A_33_P3347976
51102	
522	
9026	A_33_P3269924
9026	A_23_P398294
9026	A_24_P229164
9026	
10452	
5604	A_23_P20248
5604	
79908	A_33_P3301266
79908	A_23_P7412
79908	
128209	A_33_P3374952
128209	
64114	A_23_P79331
64114	
7441	A_33_P3418621
7441	A_33_P3305835
7347	
9411	
9411	A_24_P333571
28969	
28969	A_23_P157215
28969	A_33_P3216237
93517	A_23_P129458
93517	
4114	A_23_P96432
4114	
1195	A_33_P3211513
1195	
6939	A_23_P254816
3029	
3029	A_33_P3333488
79805	A_33_P3242663
79805	A_23_P115492
79805	
100130935	A_24_P101651
2120	A_33_P3210343
2120	A_33_P3356325
2120	
7405	A_33_P3260722
7405	
27006	A_23_P153878
27006	A_33_P3297907
6854	A_33_P3317613
6854	A_33_P3317618
6854	
57720	A_24_P295379
57720	
10745	A_24_P393864
10745	A_33_P3376234
10745	
100128071	
8707	A_33_P3286958
81050	A_33_P3359483
346007	A_33_P3276818
346007	A_19_P00321801
346007	A_32_P480330
346007	A_19_P00321803
346007	A_33_P3276813
346007	A_24_P944973
346007	A_33_P3276833
346007	A_19_P00321802
346007	
346007	A_33_P3276805
101928881	A_33_P3290617
11211	A_23_P203972
84614	A_19_P00325639
84614	A_23_P137504
4798	A_23_P24485
4798	
10473	A_24_P397515
10473	
54946	A_23_P18317
54946	A_33_P3242458
54946	
84069	A_23_P23616
84069	
1015	A_23_P111947
1015	
105369911	A_33_P3294377
284695	A_23_P85969
284695	A_24_P83437
284695	A_33_P3301689
100505993	
9750	A_24_P941359
9750	A_23_P358394
9750	
9869	
9869	A_23_P126393
9869	A_33_P3305399
9869	A_33_P3252479
79675	A_23_P28590
79675	
3673	A_32_P178800
3673	
26341	A_24_P366566
26341	A_33_P3265699
11237	A_24_P333019
55619	A_23_P16722
55619	
30819	A_24_P12998
30819	
64284	A_33_P3232011
64284	
2122	A_23_P317324
2122	A_33_P3888629
2122	A_24_P320103
2122	
84626	
84626	A_32_P38637
79577	A_33_P3219770
79577	
5862	A_23_P340251
5862	
4111	A_23_P252928
2569	A_23_P256754
2569	
2010	A_23_P85171
1262	
1262	A_23_P2006
6494	
101927727	
116412	A_33_P3411427
105369187	
145482	
388531	A_32_P227605
255762	A_23_P412508
117579	A_33_P3226825
55770	A_23_P214354
55770	
100506274	
389558	
389558	A_32_P204218
64359	A_23_P61778
64359	A_33_P3330958
105369443	
79646	A_33_P3211423
79646	A_24_P380330
79646	
150771	
150771	A_32_P525524
10154	
400935	A_33_P3378291
26266	A_23_P19778
26266	
8996	A_23_P206371
8996	
388611	A_33_P3417437
388611	A_33_P3329326
79809	
79809	A_24_P111511
388552	A_33_P3329592
388552	A_33_P3329597
963	A_23_P74547
963	
81629	
81629	A_23_P399681
124976	A_24_P8371
124976	
6880	A_23_P21734
102157402	A_23_P21734
7083	A_23_P107421
7083	
6913	A_24_P128442
6913	A_33_P3246858
100506603	
101927215	
22846	A_23_P77000
22846	
163259	A_33_P3356886
163259	A_23_P46315
163259	
9101	
9101	A_23_P129058
706	A_33_P3251148
706	
113622	A_33_P3331831
113622	A_23_P371145
113622	
3026	A_23_P1173
3026	
25791	A_23_P102364
25791	
25791	A_33_P3240094
2692	
2692	A_33_P3232655
378708	A_33_P3300395
378708	
6707	
6707	A_23_P62709
4291	A_23_P419947
4291	A_23_P143906
4291	A_24_P345679
23505	A_23_P368558
23505	
84079	A_33_P3280192
84079	A_23_P153640
84079	
101929019	
7477	A_24_P911607
7477	A_33_P3256920
7477	A_33_P3248903
7477	
892	A_23_P145397
892	
892	A_33_P3357337
8473	A_33_P3227284
8473	
2588	
1381	A_33_P3326483
1381	A_33_P3216869
55794	A_23_P106633
79955	A_33_P3286916
79955	
2066	A_33_P3211558
2066	A_32_P183765
2066	
51164	A_23_P251945
51164	
114885	A_23_P6914
10540	A_23_P360167
10540	
54922	A_23_P119353
54922	
54331	
54331	A_32_P208403
261729	
261729	A_23_P428260
261729	A_33_P3218925
261729	A_33_P3262704
10141	A_23_P7048
10141	
7415	A_23_P71644
7415	A_23_P83045
7415	
151613	A_23_P212511
151613	
1645	A_23_P257971
1645	A_24_P152968
1645	A_33_P3403708
1645	A_33_P3365117
1645	
5890	
5890	A_19_P00318835
5890	A_32_P517715
101927489	
100131315	A_33_P3238201
5251	A_23_P114084
5251	
51088	A_24_P17719
51088	A_23_P121527
51088	
1113	A_33_P3293164
102723166	
221336	A_33_P3329769
221336	A_23_P310086
221336	
7407	A_33_P3248664
29998	A_33_P3390391
29998	A_24_P31421
29998	
126792	A_33_P3407042
7249	A_23_P66110
7249	A_33_P3281686
7249	
6532	A_23_P152995
6532	A_32_P182812
3171	A_23_P142174
283214	A_33_P3690224
55778	A_24_P361158
55778	
152098	
152098	A_33_P3383149
58473	A_33_P3308332
58473	
134864	A_23_P93531
51082	A_33_P3331326
51082	A_23_P409541
51082	A_23_P36928
51082	
54554	A_33_P3259542
54554	A_33_P3259548
79701	
105376633	
137735	A_33_P3368208
83986	A_23_P66117
83986	A_33_P3256914
83986	
5965	
8563	A_23_P109470
8563	
8563	A_23_P120860
65121	A_33_P3383566
400736	A_33_P3383566
844	A_23_P173
844	
100996590	
23357	A_23_P363406
23357	
1233	A_23_P72989
140836	A_32_P234926
140836	
84559	
401634	
3452	A_24_P403459
3452	A_24_P386375
101927381	
100506696	
10201	A_23_P313961
10201	
645382	
100131244	A_33_P3346628
84649	
84649	A_23_P53198
4605	A_23_P143190
135924	
27254	A_24_P177279
27254	
1652	
339761	A_33_P3264662
339761	A_33_P3264657
4112	A_23_P217341
4112	A_24_P83272
26000	A_23_P22382
26000	A_33_P3219197
26000	
645104	A_33_P3236077
101927152	
101927115	
100131089	A_33_P3356361
100131089	A_33_P3356356
100131089	
100131089	A_19_P00320722
100131089	A_19_P00320723
1859	
1859	A_33_P3406998
1859	A_33_P3322050
1859	A_23_P211126
79842	
79842	A_33_P3295415
79842	A_23_P430181
84146	A_24_P256337
84146	
100506724	
256006	A_33_P3362826
256006	A_24_P357647
140807	
140807	A_32_P48825
1325	A_23_P258164
60558	A_33_P3362631
60558	
56033	A_23_P32279
51341	A_33_P3283780
51341	A_33_P3295228
51341	
9256	A_24_P113131
9256	
105378933	
10300	
10300	A_33_P3396129
92591	
92591	A_24_P56837
83549	A_23_P216402
83549	
1277	A_33_P3304668
1277	
88745	A_23_P308581
88745	
84976	A_33_P3292264
84976	A_23_P201319
92736	
92736	A_33_P3226099
5428	A_23_P3355
5428	
132671	A_23_P407112
132671	
101928517	
404744	A_33_P3338172
404744	
404744	A_33_P3232403
150577	A_33_P3374273
150577	A_19_P00319640
6699	A_23_P159406
10407	A_23_P324319
10407	A_24_P115424
10407	A_23_P416011
653423	A_24_P115424
4115	A_24_P83272
5000	A_32_P141612
5000	A_23_P131149
5000	
646643	A_23_P142031
201477	A_33_P3511777
149840	A_33_P3238671
149840	A_23_P401709
149840	A_33_P3275510
728118	A_32_P799227
728118	A_33_P3308862
728118	A_33_P3401119
728118	A_33_P3235098
641515	A_33_P3380582
6118	A_23_P86133
6118	A_33_P3334635
6118	
57687	A_23_P400449
57687	
56479	A_23_P167841
56479	A_33_P3339481
56479	
342908	A_23_P90333
342908	
105374729	
80212	A_23_P98900
80212	A_33_P3415124
57496	
57496	A_23_P54556
57496	A_24_P375205
728190	
728190	A_33_P3357753
51098	A_33_P3368500
51098	
6156	
6156	A_23_P123330
63035	
63035	A_23_P147495
401554	A_33_P3255701
1443	A_23_P381351
1443	A_23_P207154
1443	A_24_P211044
55329	
55329	A_23_P3302
10143	A_33_P3295343
10143	
11222	A_23_P18422
11222	
5514	A_23_P156667
100874212	
100505715	
79096	
79096	A_23_P147605
79096	A_33_P3292840
5297	A_24_P142983
5297	A_33_P3399107
5297	
440050	A_33_P3228709
142686	A_33_P3290144
142686	
5800	A_23_P204304
5800	
101929745	
1975	A_24_P218970
1975	
284749	A_33_P3391275
284749	
101928372	
3105	A_33_P3379962
3105	A_33_P3237574
124454	A_23_P152353
124454	
283871	A_24_P942805
254956	A_24_P401491
280660	
100628315	A_33_P3389216
100132396	A_33_P3228985
100132396	A_33_P3348919
51529	A_23_P27147
51529	
79589	
79589	A_33_P3282880
152225	A_33_P3395028
10443	A_23_P65262
10443	
10443	A_33_P3379841
10443	A_23_P53856
114790	A_23_P321320
114790	
100862728	A_23_P131036
92346	
91754	A_24_P347480
91754	
55661	A_23_P40194
55661	
78988	A_33_P3272508
56052	A_23_P66306
56052	
55332	A_23_P99163
55332	
164656	A_23_P211493
164656	
164656	A_23_P313588
